category,subcategory,group,size.group,size.overlap.category,size.category,Description,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
C2,CGP,AntiIL5,36,35,21697,SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP,5,75,0.06666666666666667,1.384449665840927e-5,9.56666459120579e-6,3433/4600/6373/3627/3434,IFIT2/MX2/CXCL11/CXCL10/IFIT1,ENSG00000119922/ENSG00000183486/ENSG00000169248/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,MOSERLE_IFNA_RESPONSE,4,32,0.125,1.854358820867327e-5,1.2813776700365718e-5,91543/3433/3627/3434,RSAD2/IFIT2/CXCL10/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP,7,286,0.024475524475524476,2.6286701516510164e-5,1.816433365707409e-5,91543/3433/4600/83666/6373/3627/3434,RSAD2/IFIT2/MX2/PARP9/CXCL11/CXCL10/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000138496/ENSG00000169248/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,8,458,0.017467248908296942,3.9742611913251894e-5,2.746248184628661e-5,91543/3433/4600/6373/8820/3627/3434/200315/200315,RSAD2/IFIT2/MX2/CXCL11/HESX1/CXCL10/IFIT1/APOBEC3A/APOBEC3A,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000169248/ENSG00000163666/ENSG00000169245/ENSG00000185745/ENSG00000128383/ENSG00000262156
C2,CGP,AntiIL5,36,35,21697,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP,6,195,0.03076923076923077,4.3524553188347064e-5,3.007583533794254e-5,91543/3433/4600/2766/3627/3434,RSAD2/IFIT2/MX2/GMPR/CXCL10/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000137198/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP,7,339,0.02064896755162242,6.17301647655422e-5,4.2656067319941545e-5,91543/3433/4600/83666/6373/3627/3434,RSAD2/IFIT2/MX2/PARP9/CXCL11/CXCL10/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000138496/ENSG00000169248/ENSG00000169245/ENSG00000185745
C2,CP:WIKIPATHWAYS,AntiIL5,36,35,21697,WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,4,68,0.058823529411764705,2.480129118744448e-4,1.7137902523526707e-4,3433/6373/3627/3579,IFIT2/CXCL11/CXCL10/CXCR2,ENSG00000119922/ENSG00000169248/ENSG00000169245/ENSG00000180871
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,4,73,0.0547945205479452,3.0603990751308045e-4,2.1147617128593267e-4,91543/3433/4600/3434,RSAD2/IFIT2/MX2/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,SANA_TNF_SIGNALING_UP,4,83,0.04819277108433735,4.7676665188647963e-4,3.2944979939734313e-4,4600/6373/3627/3434,MX2/CXCL11/CXCL10/IFIT1,ENSG00000183486/ENSG00000169248/ENSG00000169245/ENSG00000185745
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,5,198,0.025252525252525252,7.338818144680161e-4,5.07118557057582e-4,6373/5368/3627/3579/553,CXCL11/PNOC/CXCL10/CXCR2/AVPR1B,ENSG00000169248/ENSG00000168081/ENSG00000169245/ENSG00000180871/ENSG00000198049
C2,CGP,AntiIL5,36,35,21697,WINZEN_DEGRADED_VIA_KHSRP,4,100,0.04,8.80392622066539e-4,6.083587675083099e-4,3433/6373/3627/3434,IFIT2/CXCL11/CXCL10/IFIT1,ENSG00000119922/ENSG00000169248/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP,5,218,0.022935779816513763,0.0010362029927368519,7.160250549012096e-4,91543/3433/83666/3627/50674,RSAD2/IFIT2/PARP9/CXCL10/NEUROG3,ENSG00000134321/ENSG00000119922/ENSG00000138496/ENSG00000169245/ENSG00000122859
C2,CP:WIKIPATHWAYS,AntiIL5,36,35,21697,WP_TYPE_II_INTERFERON_SIGNALING_IFNG,3,37,0.08108108108108109,0.0011373514007510534,7.859194625695836e-4,3433/3627/8370,IFIT2/CXCL10/H4C14,ENSG00000119922/ENSG00000169245/ENSG00000270882
C2,CGP,AntiIL5,36,35,21697,RADAEVA_RESPONSE_TO_IFNA1_UP,3,47,0.06382978723404255,0.0022300464489713543,0.001540981006858053,4600/6373/3627,MX2/CXCL11/CXCL10,ENSG00000183486/ENSG00000169248/ENSG00000169245
C2,CGP,AntiIL5,36,35,21697,BROWNE_HCMV_INFECTION_4HR_UP,3,50,0.06,0.0025587272649416275,0.0017681022378810323,91543/3433/3434,RSAD2/IFIT2/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000185745
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_GPCR_LIGAND_BINDING,6,463,0.012958963282937365,0.0029955200663205287,0.002069929767602524,6373/5368/3627/3579/8326/553,CXCL11/PNOC/CXCL10/CXCR2/FZD9/AVPR1B,ENSG00000169248/ENSG00000168081/ENSG00000169245/ENSG00000180871/ENSG00000188763/ENSG00000198049
C2,CGP,AntiIL5,36,35,21697,LIANG_SILENCED_BY_METHYLATION_2,3,58,0.05172413793103448,0.003399670928566679,0.002349201440582203,3433/4600/3434,IFIT2/MX2/IFIT1,ENSG00000119922/ENSG00000183486/ENSG00000185745
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,3,58,0.05172413793103448,0.003399670928566679,0.002349201440582203,6373/3627/3579,CXCL11/CXCL10/CXCR2,ENSG00000169248/ENSG00000169245/ENSG00000180871
C2,CGP,AntiIL5,36,35,21697,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP,4,156,0.02564102564102564,0.003399670928566679,0.002349201440582203,91543/3433/4600/3434,RSAD2/IFIT2/MX2/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP,3,64,0.046875,0.004325718833623716,0.002989108395790164,6373/3627/8349,CXCL11/CXCL10/H2BC21,ENSG00000169248/ENSG00000169245/ENSG00000184678
C2,CGP,AntiIL5,36,35,21697,EHLERS_ANEUPLOIDY_DN,2,12,0.16666666666666666,0.004593918729686823,0.003174436798283838,2766/8326,GMPR/FZD9,ENSG00000137198/ENSG00000188763
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,5,331,0.015105740181268883,0.004793243069776313,0.003312171607540433,6373/5368/3627/3579/553,CXCL11/PNOC/CXCL10/CXCR2/AVPR1B,ENSG00000169248/ENSG00000168081/ENSG00000169245/ENSG00000180871/ENSG00000198049
C2,CGP,AntiIL5,36,35,21697,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP,4,178,0.02247191011235955,0.004867930896240578,0.003363781528974146,91543/3433/4600/3434,RSAD2/IFIT2/MX2/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,CAMPS_COLON_CANCER_COPY_NUMBER_DN,3,74,0.04054054054054054,0.005090169923921696,0.0035173505816713103,200315/200315/8349/8370,APOBEC3A/APOBEC3A/H2BC21/H4C14,ENSG00000128383/ENSG00000262156/ENSG00000184678/ENSG00000270882
C2,CGP,AntiIL5,36,35,21697,DER_IFN_ALPHA_RESPONSE_UP,3,74,0.04054054054054054,0.005090169923921696,0.0035173505816713103,4600/2766/3434,MX2/GMPR/IFIT1,ENSG00000183486/ENSG00000137198/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,JISON_SICKLE_CELL_DISEASE_UP,4,182,0.02197802197802198,0.005090169923921696,0.0035173505816713103,91543/3433/3627/3434,RSAD2/IFIT2/CXCL10/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,ROETH_TERT_TARGETS_UP,2,14,0.14285714285714285,0.005090169923921696,0.0035173505816713103,91543/3434,RSAD2/IFIT1,ENSG00000134321/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,VERHAAK_AML_WITH_NPM1_MUTATED_UP,4,185,0.021621621621621623,0.005090169923921696,0.0035173505816713103,3627/200315/200315/8349/23136,CXCL10/APOBEC3A/APOBEC3A/H2BC21/EPB41L3,ENSG00000169245/ENSG00000128383/ENSG00000262156/ENSG00000184678/ENSG00000082397
C2,CGP,AntiIL5,36,35,21697,SANA_RESPONSE_TO_IFNG_UP,3,76,0.039473684210526314,0.005350616406051509,0.003697321309388737,83666/6373/3627,PARP9/CXCL11/CXCL10,ENSG00000138496/ENSG00000169248/ENSG00000169245
C2,CGP,AntiIL5,36,35,21697,EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP,4,199,0.020100502512562814,0.006002403330472559,0.004147711601265641,5368/3627/23136/1293,PNOC/CXCL10/EPB41L3/COL6A3,ENSG00000168081/ENSG00000169245/ENSG00000082397/ENSG00000163359
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_INTERFERON_SIGNALING,4,203,0.019704433497536946,0.006299064566577448,0.004352707031078116,91543/3433/4600/3434,RSAD2/IFIT2/MX2/IFIT1,ENSG00000134321/ENSG00000119922/ENSG00000183486/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX,2,17,0.11764705882352941,0.006692028466166474,0.004624248417997157,3433/3434,IFIT2/IFIT1,ENSG00000119922/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,BOWIE_RESPONSE_TO_TAMOXIFEN,2,18,0.1111111111111111,0.0073280644595741665,0.005063754682977173,3433/3434,IFIT2/IFIT1,ENSG00000119922/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS_AND_CYCLIC_RGD,2,20,0.1,0.008746909398766529,0.0060441885676528135,6373/3579,CXCL11/CXCR2,ENSG00000169248/ENSG00000180871
C2,CGP,AntiIL5,36,35,21697,PEDRIOLI_MIR31_TARGETS_DN,5,412,0.012135922330097087,0.008746909398766529,0.0060441885676528135,3433/5368/3434/9722/79955,IFIT2/PNOC/IFIT1/NOS1AP/PDZD7,ENSG00000119922/ENSG00000168081/ENSG00000185745/ENSG00000198929/ENSG00000186862
C2,CGP,AntiIL5,36,35,21697,SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP,5,412,0.012135922330097087,0.008746909398766529,0.0060441885676528135,91543/3433/3434/166824/55323,RSAD2/IFIT2/IFIT1/RASSF6/LARP6,ENSG00000134321/ENSG00000119922/ENSG00000185745/ENSG00000169435/ENSG00000166173
C2,CGP,AntiIL5,36,35,21697,DER_IFN_BETA_RESPONSE_UP,3,103,0.02912621359223301,0.010634540409374407,0.007348557602945661,3433/4600/3434,IFIT2/MX2/IFIT1,ENSG00000119922/ENSG00000183486/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,YAN_ESCAPE_FROM_ANOIKIS,2,23,0.08695652173913043,0.010686386137792677,0.007384383440930394,91543/3627,RSAD2/CXCL10,ENSG00000134321/ENSG00000169245
C2,CGP,AntiIL5,36,35,21697,DANG_REGULATED_BY_MYC_DN,4,251,0.01593625498007968,0.011275246556256077,0.007791290983578732,91543/3627/3434/1293,RSAD2/CXCL10/IFIT1/COL6A3,ENSG00000134321/ENSG00000169245/ENSG00000185745/ENSG00000163359
C2,CGP,AntiIL5,36,35,21697,ZHANG_INTERFERON_RESPONSE,2,24,0.08333333333333333,0.011275246556256077,0.007791290983578732,3433/4600,IFIT2/MX2,ENSG00000119922/ENSG00000183486
C2,CGP,AntiIL5,36,35,21697,BOSCO_TH1_CYTOTOXIC_MODULE,3,114,0.02631578947368421,0.012842569942353426,0.008874324734151293,6373/8820/3627,CXCL11/HESX1/CXCL10,ENSG00000169248/ENSG00000163666/ENSG00000169245
C2,CGP,AntiIL5,36,35,21697,HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP,5,462,0.010822510822510822,0.012842569942353426,0.008874324734151293,6373/2766/3434/8349/8370,CXCL11/GMPR/IFIT1/H2BC21/H4C14,ENSG00000169248/ENSG00000137198/ENSG00000185745/ENSG00000184678/ENSG00000270882
C2,CP:KEGG,AntiIL5,36,35,21697,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,4,265,0.01509433962264151,0.012959716225639597,0.008955273809293323,6373/3627/3579/8794,CXCL11/CXCL10/CXCR2/TNFRSF10C,ENSG00000169248/ENSG00000169245/ENSG00000180871/ENSG00000173535
C2,CGP,AntiIL5,36,35,21697,DORN_ADENOVIRUS_INFECTION_12HR_UP,2,28,0.07142857142857142,0.013979331443981736,0.009659836571424763,3433/3434,IFIT2/IFIT1,ENSG00000119922/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,WHITFIELD_CELL_CYCLE_M_G1,3,126,0.023809523809523808,0.01608982034861745,0.011118202301308293,3433/3434/8349,IFIT2/IFIT1/H2BC21,ENSG00000119922/ENSG00000185745/ENSG00000184678
C2,CGP,AntiIL5,36,35,21697,POOLA_INVASIVE_BREAST_CANCER_UP,4,293,0.013651877133105802,0.017381438968255853,0.012010721720302944,91543/6373/3627/1293,RSAD2/CXCL11/CXCL10/COL6A3,ENSG00000134321/ENSG00000169248/ENSG00000169245/ENSG00000163359
C2,CGP,AntiIL5,36,35,21697,TSAI_RESPONSE_TO_RADIATION_THERAPY,2,32,0.0625,0.017381438968255853,0.012010721720302944,3433/1293,IFIT2/COL6A3,ENSG00000119922/ENSG00000163359
C2,CGP,AntiIL5,36,35,21697,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP,3,136,0.022058823529411766,0.018932998784744713,0.013082862710602208,83666/6373/3627,PARP9/CXCL11/CXCL10,ENSG00000138496/ENSG00000169248/ENSG00000169245
C2,CGP,AntiIL5,36,35,21697,JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN,4,308,0.012987012987012988,0.02012531579933751,0.013906763878440528,3433/4600/3627/3434,IFIT2/MX2/CXCL10/IFIT1,ENSG00000119922/ENSG00000183486/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,HELLER_HDAC_TARGETS_UP,4,317,0.012618296529968454,0.021207981457780616,0.014654895029344514,2766/3627/3434/8349,GMPR/CXCL10/IFIT1/H2BC21,ENSG00000137198/ENSG00000169245/ENSG00000185745/ENSG00000184678
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,4,314,0.012738853503184714,0.021207981457780616,0.014654895029344514,6373/5368/3627/3579,CXCL11/PNOC/CXCL10/CXCR2,ENSG00000169248/ENSG00000168081/ENSG00000169245/ENSG00000180871
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_REPRODUCTION,3,145,0.020689655172413793,0.021207981457780616,0.014654895029344514,8349/8370/7784,H2BC21/H4C14/ZP3,ENSG00000184678/ENSG00000270882/ENSG00000188372
C2,CGP,AntiIL5,36,35,21697,RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN,4,321,0.012461059190031152,0.021826400136069034,0.01508222758018366,91543/4600/3627/23136,RSAD2/MX2/CXCL10/EPB41L3,ENSG00000134321/ENSG00000183486/ENSG00000169245/ENSG00000082397
C2,CGP,AntiIL5,36,35,21697,ZHAN_MULTIPLE_MYELOMA_LB_DN,2,39,0.05128205128205128,0.02258388672017705,0.015605657233229075,91543/4600,RSAD2/MX2,ENSG00000134321/ENSG00000183486
C2,CGP,AntiIL5,36,35,21697,KRASNOSELSKAYA_ILF3_TARGETS_UP,2,40,0.05,0.023359169196612517,0.016141383998780536,4600/3434,MX2/IFIT1,ENSG00000183486/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,YANG_BCL3_TARGETS_UP,4,334,0.011976047904191617,0.02375345920301055,0.01641384173674988,91543/3433/3627/23136,RSAD2/IFIT2/CXCL10/EPB41L3,ENSG00000134321/ENSG00000119922/ENSG00000169245/ENSG00000082397
C2,CGP,AntiIL5,36,35,21697,ZHU_CMV_8_HR_UP,2,41,0.04878048780487805,0.02375345920301055,0.01641384173674988,4600/3627,MX2/CXCL10,ENSG00000183486/ENSG00000169245
C2,CP:PID,AntiIL5,36,35,21697,PID_CXCR3_PATHWAY,2,43,0.046511627906976744,0.02569705395343487,0.01775688219082401,6373/3627,CXCL11/CXCL10,ENSG00000169248/ENSG00000169245
C2,CGP,AntiIL5,36,35,21697,KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS,2,45,0.044444444444444446,0.02685703815757058,0.01855844111245679,3627/3579,CXCL10/CXCR2,ENSG00000169245/ENSG00000180871
C2,CGP,AntiIL5,36,35,21697,VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP,3,165,0.01818181818181818,0.02685703815757058,0.01855844111245679,6373/3627/8326,CXCL11/CXCL10/FZD9,ENSG00000169248/ENSG00000169245/ENSG00000188763
C2,CP:WIKIPATHWAYS,AntiIL5,36,35,21697,WP_CHEMOKINE_SIGNALING_PATHWAY,3,165,0.01818181818181818,0.02685703815757058,0.01855844111245679,6373/3627/3579,CXCL11/CXCL10/CXCR2,ENSG00000169248/ENSG00000169245/ENSG00000180871
C2,CGP,AntiIL5,36,35,21697,EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION,2,48,0.041666666666666664,0.029623835749302326,0.020470321710569835,3627/1293,CXCL10/COL6A3,ENSG00000169245/ENSG00000163359
C2,CGP,AntiIL5,36,35,21697,FARMER_BREAST_CANCER_CLUSTER_1,2,48,0.041666666666666664,0.029623835749302326,0.020470321710569835,91543/3434,RSAD2/IFIT1,ENSG00000134321/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,4,378,0.010582010582010581,0.03324464144998621,0.022972329153890535,3433/83666/3434/200315/200315,IFIT2/PARP9/IFIT1/APOBEC3A/APOBEC3A,ENSG00000119922/ENSG00000138496/ENSG00000185745/ENSG00000128383/ENSG00000262156
C2,CGP,AntiIL5,36,35,21697,ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN,2,53,0.03773584905660377,0.03499281757428923,0.024180333680180237,5368/166824,PNOC/RASSF6,ENSG00000168081/ENSG00000169435
C2,CP:KEGG,AntiIL5,36,35,21697,KEGG_CHEMOKINE_SIGNALING_PATHWAY,3,189,0.015873015873015872,0.036178070468283946,0.024999353480782093,6373/3627/3579,CXCL11/CXCL10/CXCR2,ENSG00000169248/ENSG00000169245/ENSG00000180871
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,2,55,0.03636363636363636,0.03660282737599511,0.02529286410591574,53405/23136,CLIC5/EPB41L3,ENSG00000112782/ENSG00000082397
C2,CGP,AntiIL5,36,35,21697,GRADE_COLON_VS_RECTAL_CANCER_DN,2,56,0.03571428571428571,0.03681572352020498,0.025439977146907357,23136/8326,EPB41L3/FZD9,ENSG00000082397/ENSG00000188763
C2,CP:REACTOME,AntiIL5,36,35,21697,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,2,56,0.03571428571428571,0.03681572352020498,0.025439977146907357,8349/8370,H2BC21/H4C14,ENSG00000184678/ENSG00000270882
C2,CGP,AntiIL5,36,35,21697,TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,4,398,0.010050251256281407,0.03681572352020498,0.025439977146907357,4600/2766/3579/553,MX2/GMPR/CXCR2/AVPR1B,ENSG00000183486/ENSG00000137198/ENSG00000180871/ENSG00000198049
C2,CGP,AntiIL5,36,35,21697,GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP,2,59,0.03389830508474576,0.03931089578642904,0.02716416234173315,6373/3627,CXCL11/CXCL10,ENSG00000169248/ENSG00000169245
C2,CGP,AntiIL5,36,35,21697,ZHOU_INFLAMMATORY_RESPONSE_LPS_UP,4,408,0.00980392156862745,0.03931089578642904,0.02716416234173315,3433/4600/3627/3434,IFIT2/MX2/CXCL10/IFIT1,ENSG00000119922/ENSG00000183486/ENSG00000169245/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,CHANG_IMMORTALIZED_BY_HPV31_DN,2,60,0.03333333333333333,0.03960979006284782,0.027370700821338533,4600/3434,MX2/IFIT1,ENSG00000183486/ENSG00000185745
C2,CGP,AntiIL5,36,35,21697,RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP,4,412,0.009708737864077669,0.03960979006284782,0.027370700821338533,91543/4600/3627/23136,RSAD2/MX2/CXCL10/EPB41L3,ENSG00000134321/ENSG00000183486/ENSG00000169245/ENSG00000082397
