group,pathway,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,fgsea.leadingEdge,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC
none_HRVnone_none,HALLMARK_COMPLEMENT,0.5239385727190605,0.269072435717138,1.079488660852125,172,up,ZFPM2;CFH;DGKH;CASP7;IL6;CASP1;SERPING1;PLSCR1;DUSP5;CD40LG;GPD2;GNB4;FN1;CR2;IRF7;C4BPB;CASP10;APOBEC3G;CASP3;LAP3;CASP4;LGMN;GZMA;CDK5R1;L3MBTL4;ANG;PLAT;PSMB9;PDP1;CP;CCL5;IRF1;VCPIP1;PLEK;PCLO;RASGRP1;IRF2;HSPA1A;MMP12;GP9;CTSC;APOBEC3F;GMFB;CTSS;PRDM4;PIK3R5;PRKCD;LGALS3;KYNU;USP15;CFB;SH2B3;STX4;LYN;CTSB,0.35941208153223886,0.06771357596813422,1.496583341944139,172,up
none_HRVnone_none,HALLMARK_DNA_REPAIR,1,0.13076724580863358,0.5150806589142816,145,up,CMPK2;NT5C3A;PDE4B;BRF2;STX3;RNMT;NFX1;TAF9;CANT1;POLH;UPF3B;GTF2B;ERCC3;VPS37B;GTF2F1;TSG101;GTF2H3;CDA;ADRM1;SNAPC4;DCTN4;SEC61A1;RAD52;RAD51;FEN1;ELOA;TAF1C;AK3;GSDME;MPC2;TAF13;SSRP1;GTF2H1;RPA3;EDF1;ADCY6;POLD1;ADA,0.808295806188179,0.3147861048702831,0.48296447772262363,145,up
none_HRVnone_none,HALLMARK_E2F_TARGETS,1,-0.16563220085387992,-0.665225161533518,200,down,CDC25A;DCLRE1B;CCNB2;CHEK2;TRIP13;E2F8;GINS3;PLK4;TACC3;GINS4;KIF4A;TOP2A;MKI67;CDC25B;HMGB3;BUB1B;LIG1;MSH2;TCF19;SPC25;ORC6;MCM2;POLD2;WEE1;CBX5;UNG;UBE2T;AURKA;PSIP1;CDK4;CDKN2C;PRKDC;CDK1;UBR7;STAG1;TIMELESS;MCM4;TP53;ATAD2;WDR90;NCAPD2;PNN;CDC20,0.938376054090732,0.5122507085387146,-0.030734973319954704,200,up
none_HRVnone_none,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.31134461957579296,-0.3106073540905198,-1.2118482290289296,158,down,TNFRSF11B;COL1A1;WNT5A;COL6A2;GEM;PDLIM4;TFPI2;SPP1;PVR;TPM2;THBS1;PMP22;PLOD1;QSOX1;FBLN5;MGP;TGFBR3;INHBA;MATN2;FBN2;SDC1;AREG;LRP1;ECM1;EFEMP2;IL32;BDNF;SERPINE2;SNTB1;COL8A2;SPOCK1;MMP2;ADAM12,0.8855587988028762,0.26651617166069275,-0.6240897314675605,158,down
none_HRVnone_none,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.44860799577780713,-0.27893829030524947,-1.097035439854495,168,down,ASB13;LRIG1;DHRS3;PDZK1;ABAT;RPS6KA2;TIAM1;CCND1;KRT18;ABCA3;KCNK5;AR;SVIL;FCMR;RHOBTB3;REEP1;AREG;ANXA9;FOS;SLC16A1;SLC19A2;FKBP4;DEPTOR;OLFM1;PAPSS2;TBC1D30;SLC26A2;OPN3;AKAP1;DHCR7;ARL3;FHL2;SLC24A3;MPPED2;ITPK1;UNC119;LAD1;OLFML3;FRK;TMEM164;KAZN;PTGES;SYNGR1;NADSYN1;SCARB1;NCOR2;FAM102A;IGF1R;PODXL;FASN,0.938376054090732,0.5890197328148892,-0.2252050893893889,168,up
none_HRVnone_none,HALLMARK_ESTROGEN_RESPONSE_LATE,0.5398001933612632,0.26733141817415595,1.0723279230204306,163,up,IGFBP4;CCNA1;CKB;FOXC1;BCL2;FARP1;PTGER3;ISG20;SLC22A5;RET;MYOF;ASS1;GPER1;BTG3;EMP2;DHRS2;MAPK13;NRIP1;DLG5;TSPAN13;CLIC3;SCNN1A;MDK;MICB;SCUBE2;UNC13B;CXCL12;KIF20A;ZFP36;SULT2B1;CCN5,0.808295806188179,0.3437882070100914,0.4025135152397858,163,up
none_HRVnone_none,HALLMARK_FATTY_ACID_METABOLISM,0.9475335962018188,-0.2212191079872132,-0.8473804420968392,137,down,CYP1A1;BCKDHB;CA2;GPD1;LTC4S;ALDH1A1;MLYCD;REEP6;G0S2;SUCLG2;HADH;DHCR24;KMT5A;HSD17B4;HPGD;D2HGDH;ACSM3;PCBD1;FASN;CPT1A;ECH1;ACOT8;FH;ECHS1;NTHL1;EHHADH;AUH;BPHL;ACAA2;ELOVL5;MCEE;UROS;CD36,0.8863221773835613,0.30134954031041083,-0.5212114079858411,137,down
none_HRVnone_none,HALLMARK_G2M_CHECKPOINT,0.701392470345539,-0.24788043197408008,-0.9916344561692358,196,down,CDC25A;CCNB2;EXO1;CCND1;KNL1;CENPF;TROAP;MAP3K20;RASAL2;NEK2;TRAIP;CDC6;PLK4;TACC3;E2F1;SMARCC1;WRN;CHAF1A;KIF4A;KIF11;PRC1;KMT5A;TOP2A;MKI67;CCNA2;CDC25B;INCENP;HMGB3;CBX1;SAP30;GINS2;ORC6;SLC38A1;MCM2;CENPA;SMAD3;MAPK14;AURKA;PURA;CDK4;NSD2;CDKN2C;CDK1;DKC1;STAG1;ODF2;E2F3;FANCC;SLC12A2;RBL1;UCK2;STIL,0.8855587988028762,0.22547036923931574,-0.7546463197930884,196,down
none_HRVnone_none,HALLMARK_GLYCOLYSIS,0.6314212328767124,-0.25540569339746483,-1.0086116999989145,176,down,MERTK;P4HA2;MXI1;SLC25A10;KDELR3;PYGL;PLOD1;IDUA;HS2ST1;PC;QSOX1;PPFIA4;XYLT2;GPC4;HK2;SDC1;AGRN;HOMER1;NANP;IL13RA1;LHPP;FKBP4;SDC2;SLC37A4;ANKZF1;B4GALT2;GNPDA1;EGLN3;CAPN5;PKP2;PGM2;SAP30;SRD5A3,0.8855587988028762,0.2039479264593009,-0.8286143682280763,176,down
none_HRVnone_none,HALLMARK_HEDGEHOG_SIGNALING,0.7687472803751872,-0.31932759382674664,-0.9233287989839394,29,down,NRCAM;ADGRG1;TLE1;ACHE;ETS2;SCG2;LDB1;SHH;VLDLR,0.9044266318779715,0.33941569188235327,-0.41624159864759147,29,down
none_HRVnone_none,HALLMARK_HEME_METABOLISM,0.37621359223300965,0.28681051460496465,1.155553034589784,184,up,SLC6A9;ENDOD1;TNS1;TAL1;TRAK2;TENT5C;CDR2;ISCA1;CAST;TMCC2;RHCE;H1-0;OPTN;MYL4;TSPAN5;BLVRA;ELL2;EPB41;KLF1;AGPAT4;PDZK1IP1;GATA1;RANBP10;RNF19A;HBB;MFHAS1;ACP5;KEL;EPOR;E2F2;SLC22A4;EPB42;LPIN2;NEK7;SLC6A8;BLVRB;SLC7A11;CTNS;ABCG2;ANK1;ALAD;MARCHF2;LRP10;RHAG;CIR1;USP15;CLCN3;PICALM;DCUN1D1;TFDP2;HBD;VEZF1;CTSB;CDC27;GCLM;SELENBP1;MOCOS;CA1;RAP1GAP;ALAS2;ADD2;SPTA1;AHSP;KAT2B;FBXO7;FECH;SLC11A2;BACH1;TOP1,0.35941208153223886,0.07188241630644777,1.4651550189972433,184,up
none_HRVnone_none,HALLMARK_HYPOXIA,0.4207218167072182,0.2795485393488477,1.1242235656477524,173,up,CSRP2;BCL2;ADM;IGFBP3;CAVIN3;ATF3;TGM2;HMOX1;PYGM;ISG20;MT2A;IL6;PLAC8;STBD1;FOSL2;CCN2;ACKR3;SRPX;NEDD4L;KLF6;PFKP;PPP1R15A;CHST3;ZFP36;SULT2B1;CCN5;GYS1;DDIT3;NCAN;CP;ANXA2;NOCT;BTG1;LARGE1;PPARGC1A;CCN1;ETS1;ANGPTL4;PAM;AK4;NDST1;TPD52;GCNT2;MIF;WSB1;TMEM45A,0.6037876658486281,0.15698479312064328,1.0084035795724473,173,up
none_HRVnone_none,HALLMARK_IL2_STAT5_SIGNALING,0.31134461957579296,0.29531998106842006,1.1971192040370024,187,up,CXCL10;CCR4;GBP4;TTC39B;CKAP4;BCL2;TGM2;TNFSF10;EMP1;TNFSF11;IFITM3;PHLDA1;ABCB1;ETV4;TLR7;GADD45B;PLSCR1;DRC1;MXD1;MYC;IL2RA;CCNE1;ST3GAL4;RABGAP1L;GALM;MAPKAPK2;EOMES;IRF4;ARL4A;KLF6;CASP3;BCL2L1;AHNAK;ADAM19;IRF6;SPRED2;GATA1;NFKBIZ;NRP1;LCLAT1;PRKCH;TWSG1;FAM126B;SELP;CCND2;IRF8;SELL;TRAF1;GABARAPL1;IGF2R;XBP1;PLAGL1;BATF3;ETFBKMT;CDCP1;BHLHE40;F2RL2;RHOB;SOCS1,0.6037876658486281,0.1514332188985483,1.0318234086511835,187,up
none_HRVnone_none,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02421307506053269,0.5030193749589037,1.8454156474697143,82,up,CXCL10;CXCL11;CXCL9;CD38;CCR1;HMOX1;IL7;IL6;IL15RA;CD14;CXCL13;STAT2;CSF3R;STAT1;IL2RA;CCL7;OSMR;ITGA4;CXCL3;MYD88;SOCS3,0.16075972115300508,0.019291166538360577,2.0890336336583695,82,up
none_HRVnone_none,HALLMARK_INFLAMMATORY_RESPONSE,0.02421307506053269,0.430547764808962,1.734845682110909,177,up,CXCL10;CXCL11;CXCL9;RNF144B;GCH1;ADM;CD70;IL15;ADGRE1;P2RX7;RTP4;PDE4B;TNFSF10;C3AR1;IL6;LY6E;IL15RA;IFITM1;CD14;SLC31A2;OSM;CSF3R;EIF2AK2;AXL;NMI;MXD1;MYC;CLEC5A;CCL7;IRF7;OSMR;SGMS2;KCNA3;MEFV;CCR7;STAB1;NAMPT;KIF1B;KLF6;ITGB8;PROK2;CD69;RIPK2;TNFAIP6;SPHK1;CCL5;BST2;KCNJ2;TLR3;IRF1;NFKBIA;EREG;GPR132;NFKB1;AQP9;CCL20;RASGRP1;CCRL2;RGS1;SELL;SELENOS;TACR1,0.03274465539791544,0.0026195724318332303,2.811217157745582,177,up
none_HRVnone_none,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02421307506053269,0.7814074487896151,2.9478887971274306,97,up,CXCL10;CXCL11;RSAD2;GMPR;PROCR;OASL;IFIT3;IFIT2;USP18;HELZ2;CMPK2;GBP4;DHX58;OAS1;SAMD9L;HERC6;DDX60;IFI44L;TDRD7;IL15;PARP9;RTP4;IFI27;SAMD9;IL7;MX1;EPSTI1;LGALS3BP;ISG20;IFI44;IFIH1;IFI35;PARP12;IFITM3;TRIM25;LY6E;IFITM1;ISG15;BATF2;CASP1;STAT2;PLSCR1;EIF2AK2;UBE2L6;PARP14;PNPT1;NMI;SP110;TRIM21;CNP;TMEM140;TAP1;WARS1;IRF7;SLC25A28;NUB1;TRIM5;ADAR;TENT5A;MOV10;NCOA7;LAP3;UBA7;CMTR1;RIPK2;PSMB9;IFITM2;TRAFD1;BST2;TRIM14;TRIM26;IRF1;IRF9;ELF1;IRF2;HLA-C;CCRL2;SELL,1.001836091609693e-15,4.007344366438777e-17,9.254095786554014,97,up
none_HRVnone_none,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02421307506053269,0.6884344397603539,2.806519039068237,198,up,CXCL10;CXCL11;CD274;CXCL9;IFIT1;RSAD2;OASL;SECTM1;IFIT3;DDX58;IFIT2;CD38;USP18;MX2;HELZ2;CMPK2;GBP4;GCH1;DHX58;OAS3;OAS2;SAMD9L;HERC6;DDX60;XAF1;CFH;IFI44L;TDRD7;IL15;RTP4;NLRC5;IFI27;PDE4B;TNFSF10;IL7;MX1;EPSTI1;LGALS3BP;CASP7;ISG20;PML;IFI44;IFIH1;RNF213;MT2A;APOL6;IFI35;PARP12;IFITM3;IL6;TRIM25;LY6E;TOR1B;IL15RA;ISG15;BATF2;CASP1;ZNFX1;SERPING1;STAT2;PLSCR1;EIF2AK2;UBE2L6;PARP14;PNPT1;ZBP1;NMI;SP110;TRIM21;STAT1;TAP1;WARS1;ST3GAL5;CCL7;IRF7;PELI1;SLC25A28;RBCK1;ADAR;ST8SIA4;NAMPT;IRF4;ARL4A;PFKP;CASP3;LAP3;MYD88;CASP4;KLRK1;GZMA;SOCS3;CD69;CMTR1;VAMP5;RIPK2;TNFAIP6;PSMB9;IFITM2;CCL5;TRAFD1;BST2;TRIM14;TRIM26;IRF1;NFKBIA;BTG1;NFKB1,7.875613501729125e-16,1.5751227003458114e-17,8.893233458735251,198,up
none_HRVnone_none,HALLMARK_KRAS_SIGNALING_DN,0.33569116412900135,0.3189415378890653,1.2121169056203753,106,up,TGM1;RSAD2;CCNA1;KCNN1;IFI44L;NR6A1;THNSL2;ZC2HC1C;PDCD1;MX1;MYH7;MSH5;TENT5C;ITIH3;CACNA1F;CD40LG;MYOT;MEFV;CD80;RIBC2;CHRNG;HSD11B2,0.808295806188179,0.2813127067236315,0.5799744740307292,106,up
none_HRVnone_none,HALLMARK_KRAS_SIGNALING_UP,0.31134461957579296,0.3064439758388178,1.2274280850857928,162,up,CXCL10;EPB41L3;PRDM1;EPHB2;F2RL1;PRKG2;IGFBP3;CFH;EMP1;MYCN;C3AR1;ACE;ABCB1;TSPAN1;ETV4;TRIB1;GALNT3;SPON1;KIF5C;ITGA2;ETV5;HSD11B1;AKT2;BTC;CCSER2;TLR8;RABGAP1L;TSPAN13;PLEK2;PPP1R15A;ANXA10;ZNF277;PLAT;CAB39L;NRP1;JUP;EREG;PPBP;SEMA3B;CCL20;CCND2;IRF8;ETS1;KLF4;ANGPTL4;TRAF1;ATG10;AVL9,0.808295806188179,0.265776863104227,0.6263965651141544,162,up
none_HRVnone_none,HALLMARK_MITOTIC_SPINDLE,0.9475335962018188,-0.2187109003829142,-0.8772051336299814,199,down,ITSN1;CCNB2;ECT2;TIAM1;CEP131;CENPF;RASAL2;NEK2;CLIP2;PCNT;DOCK4;SUN2;DYNLL2;CDC42BPA;CEP72;SEPTIN9;PXN;RASA2;KIF4A;WASF1;TUBA4A;ARHGAP10;KIF11;PRC1;GSN;PREX1;TRIO;TOP2A;SSH2;INCENP;TBCD;GEMIN4;NIN;MID1IP1;BCAR1;HOOK3;ARHGAP4;STK38L;ARHGEF7;DLG1;BIN1;CDC42EP2;AURKA;PALLD;FGD4;EPB41L2;PLEKHG2;MYH10;CDK1,0.8855587988028762,0.27108710143438713,-0.6100797430306347,199,down
none_HRVnone_none,HALLMARK_MTORC1_SIGNALING,1,-0.18392899518071532,-0.7373718325248455,197,down,CDC25A;SLA;ACACA;SYTL2;ELOVL6;CFP;ITGB2;HK2;BCAT1;SLC37A4;TM7SF2;LTA4H;TMEM97;IFI30;DHCR24;DHCR7;DHFR;TUBA4A;SLC2A3;EGLN3;FADS1,0.938376054090732,0.4889416221474495,0.02774270404962678,197,up
none_HRVnone_none,HALLMARK_MYC_TARGETS_V1,1,-0.12349240482456054,-0.4959799756573513,200,down,SMARCC1;IMPDH2;CCNA2;CAD;MCM2;POLD2;RPL22;GOT2;EIF4A1;UBE2E1;RPS10;CDK4;SRPK1;MCM4;CLNS1A;HNRNPA3;HDDC2;CDC20;HDGF;MCM6;GLO1;FAM120A;LSM7;NME1;CDC45;USP1;DUT;NCBP2;EXOSC7;IARS1;CBX3;FBL;SRM;PPM1G;SF3B3;PABPC1;XPOT;PHB;HSPD1;TFDP1;PRDX4;NOLC1;RPL6;UBA2;STARD7;HPRT1;DDX18;EEF1B2;SNRPD3;CTPS1;DEK;CDK2;SYNCRIP;PPIA;APEX1;EIF3B;RRP9;EPRS1;PHB2;TXNL4A;C1QBP;EIF1AX;SNRPA1;SRSF1;MCM7;RPL14;SET;TARDBP;RFC4;RRM1;CUL1;CYC1;GSPT1;SERBP1;HDAC2;RACK1;ABCE1;MAD2L1;MRPL23;SNRPD1;RPS3;PRDX3;G3BP1;PA2G4;RPL34;TRIM28;VBP1;NHP2;EIF4H;PRPF31;NDUFAB1;CCT5;CCT7;MRPL9;HNRNPR;TUFM;CCT3;CNBP;VDAC1;RPS6;SF3A1;CANX;TYMS;RSL1D1;PCNA;RUVBL2;GNL3;RPL18;UBE2L3;H2AZ1;EIF4E;AIMP2;TOMM70;MRPS18B;SRSF2;NPM1;RNPS1;RPLP0;POLE3;NOP56;DDX21;NCBP1;SSBP1;HNRNPA1;HNRNPC;RANBP1;HNRNPA2B1;RAD23B;RPS2;ILF2;CSTF2;ETF1;NOP16;HSPE1;CCT2;XRCC6;TRA2B;HNRNPU;DHX15;PABPC4;SRSF3;NAP1L1;SNRPD2;EIF4G2;ACP1;SRSF7;RAN;PGK1;PSMD7;SLC25A3;MCM5;CCT4;PSMD8;EIF2S2;HNRNPD;RPS5;EIF3J;SNRPA;SSB;XPO1;PSMD3;PSMA7;PSMD1;PSMC4;COPS5;HSP90AB1;EIF3D;SNRPG;KPNB1;KPNA2;TCP1;ERH;PSMB3;ORC2;YWHAE;AP3S1;PRPS2;LSM2;SNRPB2;PSMD14;PSMC6;KARS1;LDHA;PSMA2;EIF2S1;PSMB2;PSMA4;U2AF1;YWHAQ;ODC1;VDAC3;PTGES3;PSMA6,0.808295806188179,0.3556501547227988,0.3705506600645839,200,up
none_HRVnone_none,HALLMARK_MYC_TARGETS_V2,0.2904929577464789,-0.4175269519556785,-1.3847784290135083,58,down,SLC29A2;HK2;PLK4;SLC19A1;TMEM97;UTP20;TFB2M;EXOSC5;RABEPK;MAP3K6;UNG;PRMT3;CDK4;MCM4;MYBBP1A;PUS1;RRP12;IPO4;RCL1;FARSA;MRTO4;WDR43;BYSL;NOC4L;CBX3;SRM;DCTPP1;IMP4;PHB;HSPD1;SUPV3L1,0.8855587988028762,0.04471952899003086,-1.717226137022571,58,down
none_HRVnone_none,HALLMARK_MYOGENESIS,0.4207218167072182,-0.2932761932644376,-1.1328729923090546,147,down,MYOM1;COL1A1;TNNI2;HBEGF;KIFC3;CNN3;FOXO4;COL6A2;SORBS3;TPM2;PC;SVIL;PPFIA4;REEP1;GPX3;AGRN;MYOM2;ACHE;DAPK2;PDLIM7;CASQ1;MYLPF;CTF1;ERBB3;SMTN,0.8855587988028762,0.2833788156169204,-0.5735142832564836,147,down
none_HRVnone_none,HALLMARK_NOTCH_SIGNALING,0.31134461957579296,-0.4828517293926956,-1.402935697614564,30,down,DTX1;WNT5A;CCND1;ARRB1;FZD1;PRKCA;PPARD;LFNG;PSEN2;JAG1;SAP30,0.8855587988028762,0.11792650915471184,-1.1988441397422627,30,down
none_HRVnone_none,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,0.11669488762831115,0.4757733580506575,197,up,CASP7;ISCA1;NDUFA9;IDH3A;DLAT;COX5A;PDP1;MTRF1;SLC25A4;BDH2;ATP6V1E1;ECI1;TIMM9;NDUFS4;ATP6V0E1;UQCRFS1;ATP6V1G1;VDAC3;MGST3;LDHA;NDUFV2;ATP6V1C1;ATP6V1H;NDUFS1;ATP6V1D;TCIRG1;FDX1;CYCS;NDUFB8;ATP5F1B;DLD;ATP6V1F;FXN;NDUFB4;UQCRC1;NDUFA1;COX7B;SDHB;COX7A2;COX6C;MTX2;ATP5F1E;ATP1B1;PHYH;ATP5PO;ISCU;SDHD;OGDH;ATP5F1A;HCCS;SDHC;SLC25A20;SLC25A3;COX5B;NDUFB2;COX17;NDUFA5;NDUFA4;UQCRC2;COX6B1;DECR1;COX6A1;NDUFB3;HSPA9;ATP5F1C;TIMM17A;ATP5MC3;ATP6V0B;PDHA1;MRPS22;LDHB;COX7C;MFN2;ETFDH;MDH1;NDUFC1;ACADM;ALAS1;ATP5MG;MTRR;COX8A;VDAC2;NDUFA3;RHOT2;ACO2;GPX4;HADHB;TOMM70;COX4I1;SDHA;MRPS30;IDH3G;UQCRQ;NDUFC2;ATP5PF;CS;VDAC1;NDUFAB1;NDUFS2;COX7A2L;ATP5MC2;IDH3B;ACADVL;SLC25A5;TIMM10;UQCRH;TIMM8B;CYB5A;PRDX3;TOMM22;MRPS12;SLC25A6;NDUFS6;CYC1;ACAA1;MRPS11;ATP5PB;MRPS15;NDUFB1;ATP5MF;PDHB;NDUFS7;LRPPRC;ABCB7;UQCRB;RETSAT;HADHA;NNT;ATP5ME;SUCLG1;NDUFA6;PHB2;TIMM50;NDUFS3;IMMT;SUCLA2;IDH1;GRPEL1;MDH2;CYB5R3;NDUFA8;NQO2;ATP6AP1;UQCR11;MRPL15;NDUFV1;BAX;OXA1L;SUPV3L1;TIMM13;ATP5PD;UQCR10;MRPL11;IDH2;MRPL34;ETFA;HSD17B10;MRPL35;NDUFB5;NDUFA2;ATP5MC1;ALDH6A1;NDUFS8;SLC25A12;ATP5F1D;OPA1;PDHX;DLST;AFG3L2;GLUD1;NDUFB7;AIFM1;SURF1;MPC1;PMPCA;SLC25A11;ACAA2;COX15;ECHS1;NDUFB6;GPI;HTRA2;RHOT1;FH;ACAT1;BCKDHA;COX11;ETFB;POR;ECH1;CPT1A;GOT2;COX10,0.808295806188179,0.33995259508842995,0.41306629079486956,197,up
none_HRVnone_none,HALLMARK_P53_PATHWAY,0.701392470345539,0.24313652841224018,0.9872263479938943,188,up,PROCR;ATF3;HMOX1;TP63;PLK2;EPHA2;RAD9A;CASP1;DRAM1;TCN2;FDXR;CDKN2A;SAT1;MXD1;TAP1;EPHX1;KRT17;TRIB3;STEAP3;EPS8L2;CDKN2B;PPP1R15A;CDK5R1;OSGIN1;H1-2;BAK1;NINJ1;SPHK1;FBXW7;DDIT3;TRAFD1;CCNK;BTG1;AEN;TNNI1;CCND2;KLF4;POLH;GM2A;SLC7A11;ZBTB16;RNF19B;PMM1;SOCS1;CDKN1A;STOM,0.775969422640706,0.23279082679221186,0.7304372286277198,188,up
none_HRVnone_none,HALLMARK_PANCREAS_BETA_CELLS,0.38646055437100213,-0.49734324186621043,-1.2600983332149365,16,down,INSM1;STXBP1;MAFB;LMO2;DPP4,0.8855587988028762,0.20891609708724895,-0.8215847941573867,16,down
none_HRVnone_none,HALLMARK_PEROXISOME,0.31134461957579296,-0.3434044865338891,-1.2337186374835258,91,down,ABCB4;DHRS3;EPHX2;PEX5;ALDH1A1;SLC23A2;MLYCD;DLG4;ABCD2;DHCR24;SMARCC1;ERCC1;STS;NUDT19;FADS1;TOP2A;PEX6;HSD17B4;TSPO;ISOC1;MSH2;ALB,0.8855587988028762,0.14427549756578437,-1.064506605467839,91,down
none_HRVnone_none,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,-0.2085753698259532,-0.7524111838776403,97,down,FGF17;LCK;SLA;TIAM1;ACACA,0.8907022622215122,0.42753708586632583,0.18289820113350103,97,up
